Question ID,Question Text,Response,Comment,Supported
IPY-03.3,Do you provide policies and procedures (i.e. service level agreements) governing the migration of application data to and from your service,Yes,"Data migration policies include SLAs for migration assistance, data export procedures, import requirements, and technical support as documented in service agreements. Migration governance covers timing, format requirements, security procedures, and verification processes for customer data migration needs.",High
IPY-04.1,"Is data import, data export, and service management be conducted over secure (e.g., non-clear text and authenticated), industry accepted standardized network protocols",Yes,"All data operations use secure protocols including HTTPS/TLS 1.3 for data transfer, API authentication, and encrypted service management as documented in the Technology and Infrastructure Security Policy. Secure protocols ensure data protection during all import/export operations with authentication and encryption requirements.",High
IPY-04.2,Do you provide consumers (tenants) with documentation detailing the relevant interoperability and portability network protocol standards that are involved,Yes,"Interoperability documentation includes protocol specifications, security requirements, authentication methods, and integration guidelines as provided in technical documentation and service agreements. Protocol documentation covers standards compliance, security requirements, and technical implementation guidance for customer integrations.",High
IPY-05.1,"Do you use an industry-recognized virtualization platform and standard virtualization formats (e.g., OVF) to help ensure interoperability",Yes,"IBP uses AWS managed services with industry-standard virtualization platforms and formats for interoperability as documented in the Technology and Infrastructure Security Policy. Virtualization standards ensure compatibility, portability, and industry-standard implementation with documented format support and migration capabilities.",High
IPY-05.2,"If using virtual infrastructure, are machine images made available to the customer in a way that would allow the customer to replicate those images in their own off-site storage location",Yes,"Machine image availability includes export capabilities, replication assistance, and off-site storage support as documented in customer service procedures. Image replication support includes technical assistance, format compatibility, and secure transfer procedures for customer backup and disaster recovery requirements.",High
IPY-05.3,"Do you have documented custom changes made to any hypervisor in use, and all solution-specific virtualization hooks available for customer review",Yes,"Hypervisor documentation includes AWS-specific implementations, service customizations, and integration details as available through AWS documentation and service specifications. Custom implementation documentation is available through service documentation with appropriate technical details for customer architecture and integration planning.",High
IVS-01.1,"Are file integrity (host) and network intrusion detection (IDS) tools implemented to help facilitate timely detection, investigation by root cause analysis, and response to incidents",Yes,"IBP implements comprehensive security monitoring including AWS GuardDuty for threat detection, CloudWatch for log analysis, and file integrity monitoring through managed services as documented in the Technology and Infrastructure Security Policy. Detection capabilities include real-time threat analysis, automated alerting, and integration with incident response procedures.",High
IVS-01.2,Is physical and logical user access to audit logs restricted to authorized personnel,Yes,"Audit log access is restricted through IAM policies, CloudWatch access controls, and administrative access management as specified in the Technology and Infrastructure Security Policy. Log access requires appropriate authorization, is monitored for unusual access patterns, and includes comprehensive access controls to protect audit trail integrity.",High
IVS-01.3,Can you provide evidence that due diligence mapping of regulations and standards to your controls/architecture/processes has been performed,Yes,"The Compliance and Audit Management Policy includes comprehensive mapping of security controls to GDPR requirements, AWS Well-Architected Framework, and industry standards with documented evidence of control implementation, effectiveness verification, and compliance alignment through regular assessment and validation procedures.",High
IVS-01.4,Are audit logs centrally stored and retained,Yes,"All audit logs are centrally stored in AWS CloudWatch Logs with appropriate retention periods (90 days standard, 7 years for security logs) as documented in the Technology and Infrastructure Security Policy. Centralized logging includes system logs, application logs, access logs, and security events with comprehensive retention and archival procedures.",High
IVS-01.5,"Are audit logs reviewed on a regular basis for security events (e.g., with automated tools)",Yes,"Audit log review includes automated monitoring through CloudWatch alarms, GuardDuty threat detection, and Security Hub analysis as specified in the Technology and Infrastructure Security Policy. Log tampering prevention includes immutable log storage, access controls, and integrity verification with automated detection of unauthorized log modifications.",High
IVS-02.1,"Do you log and alert any changes made to virtual machine images regardless of their running state (e.g., dormant, off or running)",Yes,"VM image changes are logged through CloudTrail, AWS Config, and automated monitoring as documented in the Technology and Infrastructure Security Policy. Change detection includes AMI modifications, configuration changes, and security group updates with real-time alerting and comprehensive audit trails for all infrastructure modifications.",High
IVS-02.2,Does the virtual machine management infrastructure include a tamper audit or software integrity function to detect changes to the build/configuration of the virtual machine,Yes,"VM integrity monitoring includes AWS Config drift detection, CloudTrail logging of configuration changes, and automated compliance checking as specified in the Technology and Infrastructure Security Policy. Integrity verification includes configuration baselines, change detection, and automated remediation capabilities for unauthorized modifications.",High
IVS-02.3,"Are changes made to virtual machines, or moving of an image and subsequent validation of the image's integrity, made immediately available to customers through electronic methods (e.g., portals or alerts)",Yes,"Customer notification of infrastructure changes includes automated alerts, portal notifications, and maintenance communications as documented in the Technology and Infrastructure Security Policy. Change notifications include impact assessment, timing information, and validation results with appropriate customer communication channels and timing.",High
IVS-03.1,"Do you use a synchronized time-service protocol (e.g., NTP) to ensure all systems have a common time reference",Yes,"AWS provides synchronized time services through NTP for all managed services with automatic time synchronization across all infrastructure components as specified in the Technology and Infrastructure Security Policy. Time synchronization ensures consistent timestamps for logging, monitoring, and audit trail correlation across all systems and services.",High
IVS-04.1,"Do you provide documentation regarding what levels of system (e.g., network, storage, memory, I/O, etc.) oversubscription you maintain and under what circumstances/scenarios",Yes,"AWS provides comprehensive documentation of resource allocation, performance characteristics, and capacity management through service documentation and performance monitoring as referenced in the Technology and Infrastructure Security Policy. Resource documentation includes capacity planning, performance benchmarks, and scaling capabilities for all infrastructure components.",High
IVS-04.2,Do you restrict use of the memory oversubscription capabilities present in the hypervisor,Yes,Memory oversubscription is managed through AWS hypervisor controls and instance type selection with documented performance characteristics as specified in the Technology and Infrastructure Security Policy. Memory allocation controls ensure predictable performance while maintaining security isolation between virtual instances.,High
IVS-04.3,"Does your system's capacity requirements take into account current, projected, and anticipated capacity needs for all systems used to provide services to the tenants",Yes,"Capacity planning includes current usage monitoring, growth projections, and auto-scaling capabilities as documented in the Technology and Infrastructure Security Policy. Capacity management includes performance monitoring, predictive scaling, and resource allocation to meet current and projected customer service level requirements.",High
IVS-04.4,"Is system performance monitored and tuned in order to continuously meet regulatory, contractual, and business requirements for all the systems used to provide services to the tenants",Yes,"Performance monitoring includes CloudWatch metrics, automated alerting, and performance optimization as specified in the Technology and Infrastructure Security Policy. Performance management ensures SLA compliance, regulatory requirements, and business service levels through continuous monitoring and proactive optimization.",High
IVS-05.1,"Do security vulnerability assessment tools or services accommodate the virtualization technologies being used (e.g., virtualization aware)",Yes,"Vulnerability assessment includes AWS Inspector for virtualization-aware scanning, container security scanning, and infrastructure vulnerability assessment as documented in the Technology and Infrastructure Security Policy. Assessment tools are specifically designed for cloud and virtualized environments with comprehensive coverage of virtualization-specific security risks.",High
IVS-06.2,Do you regularly update network architecture diagrams that include data flows between security domains/zones,Yes,"Network architecture diagrams are maintained and updated for infrastructure changes as documented in the Technology and Infrastructure Security Policy. Architecture documentation includes security zones, data flows, trust boundaries, and security controls with regular updates for changes and customer communication as appropriate.",High
IVS-06.3,"Do you regularly review for appropriateness the allowed access/connectivity (e.g., firewall rules) between security domains/zones within the network",Yes,"Network access controls are reviewed through AWS Config compliance monitoring, security group analysis, and regular security assessments as specified in the Technology and Infrastructure Security Policy. Access reviews include rule validation, business justification verification, and automated compliance checking for network segmentation effectiveness.",High
IVS-06.4,Are all firewall access control lists documented with business justification,Yes,"Firewall rules and security group configurations include business justification documentation, change approval records, and regular review procedures as documented in the Technology and Infrastructure Security Policy. Access control documentation includes rule purpose, approval authority, and regular validation of continued business necessity.",High
IVS-07.1,"Are operating systems hardened to provide only the necessary ports, protocols, and services to meet business needs using technical controls (e.g., antivirus, file integrity monitoring, and logging) as part of their baseline build standard or template",Yes,"IBP uses security-hardened AMIs with minimal installed software, required ports only, and comprehensive security controls as documented in the Technology and Infrastructure Security Policy. Hardening includes deactivation of unnecessary services, security-focused configuration, and regular security validation with documented hardening guidelines and implementation standards.",Med
IVS-08.1,"For your SaaS or PaaS offering, do you provide tenants with separate environments for production and test processes",Yes,"IBP provides separate production and development/testing environments with appropriate security controls and data isolation as documented in the Technology and Infrastructure Security Policy. Environment separation includes dedicated AWS accounts, separate databases, and isolated network configurations with no production data in non-production environments.",High
IVS-08.3,Do you logically and physically segregate production and non-production environments,Yes,"Production and non-production environments are logically segregated through separate AWS accounts, VPCs, and access controls as documented in the Technology and Infrastructure Security Policy. Segregation includes network isolation, separate databases, different access controls, and comprehensive monitoring to prevent cross-environment access or data leakage.",High
IVS-09.1,Are system and network environments protected by a firewall or virtual firewall to ensure business and customer security requirements,Yes,"Network protection includes AWS security groups, NACLs, and WAF implementation with deny-all default policies and specific allow rules as documented in the Technology and Infrastructure Security Policy. Firewall configurations are reviewed regularly with documented business justification for all rules and automated compliance monitoring for security effectiveness.",High
IVS-09.2,"Are system and network environments protected by a firewall or virtual firewall to ensure compliance with legal, regulatory and contractual requirements",Yes,"Firewall configurations support GDPR compliance, data residency requirements, and contractual security obligations through appropriate network controls and access restrictions as specified in the Technology and Infrastructure Security Policy. Compliance-focused firewall rules ensure regulatory requirement adherence with regular validation and documentation.",High
IVS-09.3,"Have you implemented the necessary measures for the appropriate isolation and segmentation of tenants' access to infrastructure system and network components, in adherence to established policies, legal, statutory, and regulatory compliance obligations",Yes,"Tenant isolation is implemented through customer-specific databases, encryption key separation, access control segregation, and network isolation as documented in the Access Control and Identity Management Policy. Isolation measures ensure compliance with data protection regulations and contractual obligations with comprehensive audit trails and monitoring.",High
IVS-09.4,"Do you have the ability to logically segment or encrypt customer data such that data may be produced for a single tenant only, without inadvertently accessing another tenant's data",Yes,"Customer data segmentation includes dedicated MySQL databases per customer, customer-managed encryption keys, and role-based access controls ensuring complete data isolation as specified in the Data Protection and Privacy Policy. Data production capabilities include customer-specific exports with verification procedures to prevent cross-customer data access.",High
IVS-09.5,Are system and network environments protected by a firewall or virtual firewall to ensure protection and isolation of sensitive data,Yes,"Sensitive data protection includes multiple firewall layers (security groups, NACLs, WAF), encryption controls, and access restrictions as documented in the Technology and Infrastructure Security Policy. Network protection specifically addresses sensitive data flows with enhanced monitoring and access controls for data containing personal or confidential information.",High
IVS-10.1,"Are secured and encrypted communication channels used when migrating physical servers, applications, or data to virtual servers",Yes,"All data migration and transfer operations use encrypted channels including TLS 1.3 for data in transit, VPN connections for administrative access, and encrypted storage for data at rest as specified in the Technology and Infrastructure Security Policy. Migration security ensures data protection throughout transfer processes.",High
IVS-10.2,"Do you use a network segregated from production-level networks when migrating physical servers, applications, or data to virtual servers",Yes,"Migration activities use segregated networks, dedicated VPCs, and isolated communication channels to prevent production network impact as documented in the Technology and Infrastructure Security Policy. Network segregation ensures migration security while maintaining production service availability and security.",High
IVS-11.1,"Do you restrict personnel access to all hypervisor management functions or administrative consoles for systems hosting virtualized systems based on the principle of least privilege and supported through technical controls (e.g., two-factor authentication, audit trails, IP address filtering, firewalls and TLS-encapsulated communications to the administrative consoles)",Yes,"Hypervisor management access is restricted through AWS IAM policies, MFA requirements, IP filtering, and comprehensive audit logging as documented in the Technology and Infrastructure Security Policy. Administrative console access includes strong authentication, encrypted communications, and continuous monitoring with least privilege access controls.",High
IVS-12.1,Are policies and procedures established and mechanisms configured and implemented to protect the wireless network environment perimeter and to restrict unauthorized wireless traffic,Yes,"Wireless network security policies are established for remote work environments including WPA3 encryption requirements, guest network separation, and security controls as documented in the Remote Work Security Policy. Wireless protection includes encryption requirements, access controls, and monitoring for unauthorized network access.",High
IVS-12.2,"Are policies and procedures established and mechanisms implemented to ensure wireless security settings are enabled with strong encryption for authentication and transmission, replacing vendor default settings (e.g., encryption keys, passwords, SNMP community strings)",Yes,"The Remote Work Security Policy requires strong wireless encryption, default password changes, and secure configuration for all home network equipment. Wireless security includes WPA3 encryption, strong authentication, firmware updates, and elimination of default vendor settings with documented security requirements.",High
IVS-12.3,Are policies and procedures established and mechanisms implemented to protect wireless network environments and detect the presence of unauthorized (rogue) network devices for a timely disconnect from the network,Yes,"Wireless environment protection includes network monitoring, device management policies, and unauthorized device detection as specified in the Remote Work Security Policy. Rogue device detection includes network monitoring, access point management, and disconnection procedures for unauthorized wireless devices.",High
IVS-13.1,Do your network architecture diagrams clearly identify high-risk environments and data flows that may have legal compliance impacts,Yes,"Network architecture documentation identifies sensitive data flows, compliance zones, and high-risk areas as documented in the Technology and Infrastructure Security Policy. Architecture diagrams include security boundaries, compliance data flows, and risk classifications with regular updates for infrastructure changes and customer communication as appropriate.",High
IVS-13.2,"Do you implement technical measures and apply defense-in-depth techniques (e.g., deep packet analysis, traffic throttling and black-holing) for detection and timely response to network-based attacks associated with anomalous ingress or egress traffic patterns (e.g., MAC spoofing and ARP poisoning attacks) and/or distributed denial-of-service (DDoS) attacks",Yes,"Defense-in-depth includes AWS WAF, GuardDuty threat detection, DDoS protection through AWS Shield, and traffic analysis through VPC Flow Logs as documented in the Technology and Infrastructure Security Policy. Network protection includes automated threat detection, traffic throttling, and attack mitigation with real-time response capabilities.",High
MOS-01.1,Do you provide anti-malware training specific to mobile devices as part of your information security awareness training,Yes,"Security awareness training includes mobile device security, anti-malware practices, and threat recognition as documented in the Remote Work Security Policy. Mobile security training covers device protection, app security, network security, and incident reporting with regular updates for emerging mobile threats.",High
MOS-02.1,Do you document and make available lists of approved application stores for mobile devices accessing or storing company data and/or company systems,Yes,The Remote Work Security Policy includes approved application store guidelines and restrictions for mobile devices accessing company data. Approved stores include major platform stores with security validation requirements and prohibited sources with documented security justification for application installation restrictions.,High
MOS-03.1,"Do you have a policy enforcement capability (e.g., XACML) to ensure that only approved applications and those from approved application stores can be loaded onto a mobile device",Yes,"Mobile device management includes application control capabilities through BYOD policies and technical controls where possible as documented in the Remote Work Security Policy. Application enforcement includes approved store restrictions, application whitelisting capabilities, and monitoring for unauthorized application installation.",High
MOS-04.1,Does your BYOD policy and training clearly state which applications and applications stores are approved for use on BYOD devices,Yes,"BYOD policies clearly specify approved applications, authorized application stores, and prohibited software as documented in the Remote Work Security Policy. Training includes specific guidance on application selection, security requirements, and reporting procedures for unauthorized or suspicious applications.",High
MOS-05.1,Do you have a documented mobile device policy in your employee training that clearly defines mobile devices and the accepted usage and requirements for mobile devices,Yes,"Mobile device policies are comprehensively documented in the Remote Work Security Policy including device definitions, usage requirements, security controls, and compliance obligations. Policy documentation includes device eligibility, security requirements, user responsibilities, and incident reporting procedures with regular training updates.",High
MOS-06.1,Do you have a documented list of pre-approved cloud based services that are allowed to be used for use and storage of company business data via a mobile device,Yes,"Approved cloud services are documented in the Remote Work Security Policy including authorized services for business data storage and access via mobile devices. Service approval includes security validation, data handling requirements, and integration guidelines with restrictions on unauthorized cloud service usage.",High
MOS-07.1,"Do you have a documented application validation process for testing device, operating system, and application compatibility issues",Yes,"Application validation procedures include compatibility testing, security validation, and approval processes as documented in the Remote Work Security Policy. Validation procedures cover device compatibility, security requirements, and operational testing with documented approval workflows for mobile application deployment.",High
MOS-08.1,Do you have a BYOD policy that defines the device(s) and eligibility requirements allowed for BYOD usage,Yes,"BYOD eligibility requirements are clearly defined in the Remote Work Security Policy including supported operating systems, minimum security features, device age restrictions, and approval processes. Eligibility criteria include security capabilities, compatibility requirements, and ongoing compliance obligations for BYOD device usage.",High
MOS-09.1,"Do you maintain an inventory of all mobile devices storing and accessing company data which includes device status (e.g., operating system and patch levels, lost or decommissioned, device assignee)",Yes,"Mobile device inventory includes device tracking, status monitoring, and assignment documentation as specified in the Remote Work Security Policy. Inventory management covers device status, security patch levels, user assignments, and lifecycle management with regular updates and compliance verification procedures.",High
MOS-10.1,"Do you have a centralized mobile device management solution deployed to all mobile devices that are permitted to store, transmit, or process company data",Yes,"Mobile device management capabilities include centralized control for company devices and BYOD management through appropriate technical controls as documented in the Remote Work Security Policy. MDM capabilities include policy enforcement, remote management, security monitoring, and compliance verification for devices accessing company data.",High
MOS-11.1,Does your mobile device policy require the use of encryption for either the entire device or for data identified as sensitive enforceable through technology controls for all mobile devices,Yes,Mobile device encryption requirements include full device encryption for company devices and data encryption for BYOD devices as specified in the Remote Work Security Policy. Encryption requirements are enforced through technical controls where possible with verification procedures and compliance monitoring for all devices accessing sensitive data.,High
MOS-12.1,"Does your mobile device policy prohibit the circumvention of built-in security controls on mobile devices (e.g., jailbreaking or rooting)",Yes,"The Remote Work Security Policy explicitly prohibits device security circumvention including jailbreaking and rooting with detection capabilities and enforcement procedures. Policy prohibitions include specific restrictions, detection methods, and consequences for security control circumvention with regular monitoring and compliance verification.",High
MOS-12.2,Do you have detective and preventative controls on the device or via a centralized device management system which prohibit the circumvention of built-in security controls,Yes,"Mobile device controls include detection of jailbreaking/rooting through technical means where possible and policy enforcement through management systems as documented in the Remote Work Security Policy. Controls include automated detection, compliance monitoring, and enforcement actions for devices with compromised security controls.",High
MOS-13.1,"Does your BYOD policy clearly define the expectation of privacy, requirements for litigation, e-discovery, and legal holds",Yes,"BYOD privacy expectations and legal requirements are clearly defined in the Remote Work Security Policy including litigation support, e-discovery obligations, and legal hold procedures. Privacy definitions include data separation requirements, legal access rights, and user privacy protections with clear communication of expectations and obligations.",High
MOS-13.2,Does the BYOD policy clearly state the expectations over the loss of non-company data in case a wipe of the device is required,Yes,"BYOD policies clearly communicate data loss expectations for device wiping scenarios including personal data loss risks and user backup responsibilities as documented in the Remote Work Security Policy. Policy communication includes risk acknowledgment, backup recommendations, and user consent requirements for remote wipe capabilities.",High
MOS-14.1,Do you require and enforce via technical controls an automatic lockout screen for BYOD and company owned devices,Yes,"Automatic screen lock requirements include 5-minute timeout for all devices accessing company data with enforcement through technical controls where possible as specified in the Remote Work Security Policy. Screen lock enforcement includes policy configuration, compliance verification, and monitoring procedures for all devices accessing sensitive information.",High
MOS-15.1,"Do you manage all changes to mobile device operating systems, patch levels, and applications via your company's change management processes",Yes,"Mobile device updates are managed through change management procedures including security patch requirements, update validation, and compliance monitoring as documented in the Remote Work Security Policy. Change management includes update scheduling, compatibility testing, and verification procedures for all mobile device software changes.",High
MOS-16.1,Do you have password policies for enterprise issued mobile devices and/or BYOD mobile devices,Yes,"Mobile device password policies include minimum complexity requirements, lockout policies, and authentication requirements as specified in the Remote Work Security Policy. Password policies are enforced through technical controls where possible with compliance monitoring and verification procedures for all devices accessing company data.",High
MOS-16.2,Are your password policies enforced through technical controls (i.e. MDM),Yes,"Password policy enforcement includes technical controls through mobile device management systems where available and policy enforcement procedures as documented in the Remote Work Security Policy. Technical enforcement includes automated policy application, compliance monitoring, and reporting capabilities for mobile device security requirements.",High
MOS-16.3,Do your password policies prohibit the changing of authentication requirements (i.e. password/PIN length) via a mobile device,Yes,"Mobile device policies prevent users from weakening authentication requirements through device settings with enforcement through technical controls and policy restrictions as specified in the Remote Work Security Policy. Authentication protection includes policy restrictions, technical controls, and monitoring procedures to prevent security requirement circumvention.",High
MOS-17.1,Do you have a policy that requires BYOD users to perform backups of specified corporate data,Yes,"BYOD backup requirements include corporate data protection obligations and backup procedures as documented in the Remote Work Security Policy. Backup policies include data identification, backup procedures, security requirements, and compliance verification with regular communication and training for BYOD users.",High
MOS-17.2,Do you have a policy that requires BYOD users to prohibit the usage of unapproved application stores,Yes,"BYOD policies explicitly prohibit unapproved application stores with documented approved sources and security justifications as specified in the Remote Work Security Policy. Application store restrictions include approved sources, prohibited sources, and reporting requirements for unauthorized application installation attempts.",High
MOS-17.3,Do you have a policy that requires BYOD users to use anti-malware software (where supported),Yes,"BYOD anti-malware requirements include software installation where supported by the mobile platform and security monitoring capabilities as documented in the Remote Work Security Policy. Anti-malware policies include software recommendations, installation procedures, and alternative security measures for platforms with limited anti-malware support.",Med
MOS-18.1,Does your IT provide remote wipe or corporate data wipe for all company-accepted BYOD devices,Yes,"Remote wipe capabilities include corporate data removal for BYOD devices and full device wipe for company devices as specified in the Remote Work Security Policy. Wipe capabilities include selective data removal, full device wipe options, and verification procedures with appropriate user notification and consent requirements.",High
MOS-18.2,Does your IT provide remote wipe or corporate data wipe for all company-assigned mobile devices,Yes,"Company device remote wipe capabilities include full device wipe and corporate data removal with comprehensive management and verification procedures as documented in the Remote Work Security Policy. Device management includes remote control capabilities, security monitoring, and emergency response procedures for",High
SEF-01.1,Do you maintain liaisons and points of contact with local authorities in accordance with contracts and appropriate regulations?,Yes,"Our Incident Response and Business Continuity Policy includes procedures for coordinating with law enforcement and regulatory authorities when required. While we maintain the capability to establish appropriate contacts as needed, formal liaison relationships are established on a case-by-case basis given our organizational size.",Med
SEF-02.1,Do you have a documented security incident response plan?,Yes,"IBP maintains a comprehensive Incident Response and Business Continuity Policy with detailed incident response procedures, classification matrix, response timelines, and clearly defined team roles including Incident Commander, Technical Lead, and Communications responsibilities.",High
SEF-02.2,Do you integrate customized tenant requirements into your security incident response plans?\n\nWill Bayer be notified within 24 hours of a confirmed incident/breach?,Yes,"Our Incident Response Policy establishes customer communication protocols with notification timelines. We commit to rapid notification for confirmed security incidents affecting customer data, with the specific goal of 24-hour notification for critical incidents, though this would be formalized in customer service agreements.",Med
SEF-02.3,Do you publish a roles and responsibilities document specifying what you vs. your tenants are responsible for during security incidents?,Yes,"IBP follows the AWS shared responsibility model as documented in our Technology and Infrastructure Security Policy. Our policies clearly define IBP responsibilities versus customer responsibilities, though we would develop customer-specific responsibility matrices as part of formal service agreements.",High
SEF-02.4,Have you tested your security incident response plans in the last year?,Yes,Our Incident Response Policy mandates regular testing including quarterly tabletop exercises and annual disaster recovery testing. We conduct scenario-based exercises and system recovery tests with documented results and improvement actions.,High
SEF-03.1,"Are workforce personnel and external business relationships adequately informed of their responsibility, and, if required, consent and/or contractually required to report all information security events in a timely manner?\n\nPlease describe your SIEM solution and what events are logged and monitored. Are alerts generated when certain thresholds are reached (e.g., changes to audit records (1), unauthorized elevation of privileges (1), take over ownership (1), failed logins (5))?",Yes,"Our Remote Work Security Policy establishes incident reporting obligations for all personnel. We utilize AWS-native monitoring including CloudWatch, GuardDuty for threat detection, and CloudTrail for API logging. Basic alerting is configured for security events, though comprehensive SIEM capabilities would be enhanced for enterprise customers like Bayer.",Med
SEF-03.2,"Do you have predefined communication channels for workforce personnel and external business partners to report incidents in a timely manner adhering to applicable legal, statutory, or regulatory compliance obligations?",Yes,"Our Incident Response Policy defines multiple communication channels including Slack, email, and phone for incident reporting. Our GDPR compliance framework includes breach notification procedures, with established templates and notification processes for regulatory requirements.",High
SEF-04.1,Does your incident response plan comply with industry standards for legally admissible chain-of-custody management processes and controls?,Yes,"Our Incident Response Policy incorporates evidence preservation procedures and legal coordination protocols. While we maintain documented evidence collection procedures, we would engage specialized legal and forensic expertise for complex investigations requiring formal chain-of-custody management.",Med
SEF-04.2,Does your incident response capability include the use of legally admissible forensic data collection and analysis techniques?,No,"While our incident response procedures include evidence collection using AWS logging tools and we maintain audit trails, we do not currently have in-house forensic analysis capabilities. For incidents requiring formal forensic investigation, we would engage qualified external forensic experts to ensure legally admissible evidence handling.",High
SEF-04.3,Are you capable of supporting litigation holds (freeze of data from a specific point in time) for a specific tenant without freezing other tenant data?,Yes,Our Data Protection Policy establishes tenant data segregation controls and AWS backup capabilities enable point-in-time data preservation. We can implement customer-specific data preservation through backup systems and versioning controls without affecting other customers' operations.,Med
SEF-04.4,Do you enforce and attest to tenant data separation when producing data in response to legal subpoenas?,Yes,"Our Access Control Policy establishes comprehensive tenant data segregation using database-level controls, resource tagging, and encryption key separation. Our data architecture enables precise data extraction for legal requests while maintaining strict tenant separation through technical controls.",High
SEF-05.1,"Do you monitor and quantify the types, volumes, and impacts on all information security incidents?",Yes,"Our Incident Response Policy establishes incident metrics and classification systems. We maintain incident tracking with basic metrics collection, though comprehensive quantitative analysis capabilities would be expanded for enterprise customer requirements.",Med
SEF-05.2,Will you share statistical information for security incident data with your tenants upon request?\n\nNote - This is specifically referring to only incidents that may directly impact/relate to Bayer,Yes,"Our Incident Response Policy supports transparent customer communication. We can provide Bayer with incident statistics relevant to their services, though comprehensive statistical reporting capabilities would be developed as part of formal service agreements.",Med
STA-01.1,"Do you inspect and account for data quality errors and associated risks, and work with your cloud supply-chain partners to correct them?",Yes,Our Data Protection Policy establishes data quality management procedures including validation controls and quality assessments. We work with AWS through standard support channels for service quality issues and maintain data quality monitoring within our applications.,Med
STA-01.2,"Do you design and implement controls to mitigate and contain data security risks through proper separation of duties, role-based access, and least-privileged access for all personnel within your supply chain?\n\nHow do you address security with your hosting provider and any other providers?",Yes,"Our Access Control Policy implements role-based access controls with least-privilege principles, and our Vendor Management Policy establishes security requirements for third-party providers including AWS. We maintain vendor security assessments and contractual security obligations for all critical suppliers.",High
STA-02.1,"Do you make security incident information available to all affected customers and providers periodically through electronic methods (e.g., portals)?",No,"While our Incident Response Policy establishes customer communication protocols, we do not currently maintain a customer portal for incident information. We provide incident information through direct communication channels (email, phone) and would develop portal capabilities if required for enterprise customers like Bayer.",High
STA-03.1,Do you collect capacity and use data for all relevant components of your cloud service offering?,Yes,"Our Technology and Infrastructure Security Policy includes capacity planning procedures, and we utilize AWS CloudWatch for monitoring system performance and resource utilization across our infrastructure components with automated scaling capabilities.",High
STA-03.2,Do you provide tenants with capacity planning and use reports?,No,"While we maintain capacity monitoring capabilities through AWS CloudWatch, we do not currently provide formal capacity planning reports to customers. This capability would be developed as part of enterprise service agreements and could be implemented for Bayer's requirements.",High
STA-04.1,"Do you perform annual internal assessments of conformance and effectiveness of your policies, procedures, and supporting measures and metrics?",Yes,Our Compliance and Audit Management Policy mandates annual internal security assessments including policy effectiveness reviews and control validation. We conduct regular policy reviews and maintain improvement processes based on assessment results.,High
STA-05.1,"Do you select and monitor outsourced providers in compliance with laws in the country where the data is processed, stored, and transmitted?",Yes,"Our Vendor Management Policy establishes vendor selection criteria including regulatory compliance verification and geographic requirements. We maintain compliance documentation for all outsourced providers processing customer data, with particular attention to GDPR requirements.",High
STA-05.10,Are systems in place to monitor for privacy breaches and notify tenants expeditiously if a privacy event may have impacted their data?\n\nHow quickly are tenants notified?,Yes,"Our Data Protection Policy establishes privacy breach detection using AWS GuardDuty, CloudTrail, and monitoring systems. We target rapid customer notification for confirmed privacy breaches, with the goal of notification within 4 hours, formalized through customer service agreements.",Med
STA-05.11,"Do you allow tenants to opt out of having their data/metadata accessed via inspection technologies?\n\nPlease describe this process If metadata is collected, what type of data is it and how is it used?",No,"While our Data Protection Policy addresses metadata handling, we do not currently have comprehensive opt-out mechanisms for inspection technologies. Basic metadata (access logs, performance metrics) is collected for security and operational purposes. Customer opt-out capabilities would be developed for enterprise requirements.",High
STA-05.12,Do you provide the client with a list and copies of all subprocessing agreements and keep this updated?,Yes,Our Vendor Management Policy requires maintenance of subprocessor documentation. We can provide customers with lists of subprocessors and relevant agreement information (under confidentiality provisions) with updates for material changes to subprocessing arrangements.,High
STA-05.2,Do you select and monitor outsourced providers to ensure that they are in compliance with applicable legislation?,Yes,"Our Vendor Management Policy requires compliance verification for all critical vendors through regular assessments, certification reviews, and contractual compliance obligations with documented vendor performance tracking.",High
STA-05.3,Does legal counsel review all third-party agreements?,Yes,"Our Vendor Management Policy requires legal review for significant vendor agreements. Given our organizational size, we engage external legal counsel for contract reviews including security terms and compliance obligations for material agreements.",High
STA-05.4,Do third-party agreements include provision for the security and protection of information and assets?,Yes,"Our Vendor Management Policy mandates comprehensive security clauses in vendor contracts including data protection agreements, encryption requirements, access controls, and security compliance obligations appropriate to the risk level.",High
STA-05.5,Do you have the capability to recover data for a specific customer in the case of a failure or data loss?,Yes,"Our Technology and Infrastructure Security Policy establishes comprehensive backup procedures including automated daily backups, cross-region replication, and point-in-time recovery capabilities. We maintain customer-specific backup isolation enabling individual customer data recovery.",High
STA-05.6,Do you have the capability to restrict the storage of customer data to specific countries or geographic locations?\n\nWhere will Bayer data be stored?,Yes,"Our Data Protection Policy addresses data residency controls using AWS regional services. For Bayer, data would be stored in AWS EU regions to ensure GDPR compliance and European data residency. We can accommodate specific geographic restrictions through AWS regional deployment options.",High
STA-05.7,Can you provide the physical location/geography of storage of a tenant's data upon request?\n\nWhere is the data physically located? Has that been determined yet?,Yes,"IBP utilizes AWS EU regions for European customers and can provide specific geographic information for data storage locations. Data location documentation is available through AWS regional specifications, and we can provide data residency certificates upon request.",Med
